Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_longest_win_streak,B_losses,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_longest_win_streak,R_losses,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
Blue,FALSE,Bantamweight,3,0,2,0,4,4,0,0,0,2,2,3,0,7,Orthodox,167.64,165.1,135,2,0,0,6,2,3,0,0,2,4,0,0,6,Orthodox,172.72,165.1,135,32,27
Blue,FALSE,Featherweight,3,0,4,0,4,0,0,0,0,1,0,3,0,4,Orthodox,185.42,185.42,145,1,0,0,3,14,0,0,1,6,7,0,1,15,Orthodox,172.72,180.34,145,28,32
Blue,FALSE,Light Heavyweight,3,0,2,0,2,0,0,0,0,0,2,0,0,2,Orthodox,195.58,208.28,205,0,1,0,4,2,0,0,0,0,1,4,0,5,Orthodox,190.5,195.58,205,26,32
Red,FALSE,Bantamweight,3,0,4,0,4,2,1,0,1,3,3,0,0,7,Orthodox,167.64,170.18,135,1,0,0,3,1,0,0,2,1,0,0,0,3,Orthodox,167.64,162.56,135,29,29
Red,FALSE,Welterweight,3,0,1,0,3,1,0,0,0,0,0,4,0,4,Switch,187.96,187.96,170,0,1,0,6,11,2,0,3,9,5,0,0,17,Southpaw,177.8,182.88,170,27,37
Red,FALSE,Middleweight,3,1,0,0,1,1,0,0,0,0,0,1,0,1,Orthodox,177.8,185.42,185,0,1,0,1,0,0,0,1,0,0,0,0,1,Orthodox,187.96,183.8185864,185,35,21
Blue,FALSE,Women's Bantamweight,3,0,1,0,1,0,1,0,0,0,0,1,0,1,Orthodox,180.34,182.88,135,1,0,0,1,2,0,0,0,1,0,0,0,1,Southpaw,167.64,172.72,135,27,30
Blue,FALSE,Women's Strawweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,154.94,160.02,115,1,0,0,1,1,0,0,0,0,0,1,0,1,Orthodox,165.1,170.18,115,26,26
Blue,FALSE,Light Heavyweight,5,0,3,0,4,5,0,0,0,2,10,0,0,12,Orthodox,187.96,193.04,205,0,4,0,4,4,0,0,0,3,1,2,0,6,Orthodox,187.96,198.12,205,35,35
Red,FALSE,Heavyweight,3,0,1,0,2,3,0,0,0,1,3,1,0,5,Orthodox,185.42,190.5,253,3,0,0,4,9,0,1,0,1,5,5,0,12,Orthodox,210.82,213.36,265,33,31
Blue,FALSE,Light Heavyweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Southpaw,182.88,187.96,205,0,1,0,2,7,0,0,3,0,4,0,0,7,Orthodox,190.5,193.04,205,24,33
Red,FALSE,Women's Flyweight,3,1,0,0,2,2,0,0,0,2,0,0,0,2,Orthodox,172.72,170.18,125,0,1,0,2,4,1,0,1,2,1,0,0,4,Orthodox,167.64,167.64,125,24,35
Blue,FALSE,Bantamweight,3,0,3,0,3,0,0,0,0,1,2,0,0,3,Switch,170.18,170.18,135,1,0,0,3,5,3,0,1,3,4,0,1,9,Orthodox,160.02,167.64,135,26,34
Red,FALSE,Welterweight,3,1,0,0,1,1,0,0,1,0,0,0,0,1,Southpaw,180.34,190.5,170,1,0,0,0,1,0,0,0,0,0,0,0,0,Switch,185.42,193.04,170,25,34
Blue,FALSE,Featherweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,172.72,172.72,145,2,0,0,0,2,0,0,0,0,0,0,0,0,Orthodox,165.1,175.26,145,26,31
Blue,FALSE,Women's Flyweight,3,1,0,0,2,1,0,0,0,0,0,2,0,2,Orthodox,165.1,160.02,125,2,0,0,0,2,0,0,0,0,0,0,0,0,Southpaw,162.56,162.56,125,23,23
Red,FALSE,Lightweight,3,0,1,0,3,1,0,0,1,0,3,0,0,4,Orthodox,180.34,180.34,155,0,1,0,1,2,0,0,1,0,1,0,0,2,Orthodox,175.26,177.8,155,34,32
Blue,FALSE,Lightweight,3,0,3,0,3,2,0,0,0,1,3,1,0,5,Orthodox,175.26,187.96,155,0,6,0,6,2,0,0,1,6,1,0,1,9,Orthodox,172.72,185.42,155,34,32
Red,FALSE,Heavyweight,5,0,1,0,7,2,6,0,0,2,10,0,0,12,Orthodox,185.42,195.58,240,0,1,0,6,2,1,0,0,0,5,1,1,7,Orthodox,193.04,210.82,250,36,32
Blue,FALSE,Lightweight,3,1,0,0,3,4,0,0,1,1,4,1,0,7,Orthodox,180.34,177.8,155,1,0,0,5,2,0,0,0,4,2,3,0,9,Orthodox,190.5,193.04,155,34,31
Blue,FALSE,Women's Strawweight,3,0,1,0,3,1,0,0,0,1,0,3,0,4,Orthodox,162.56,162.56,115,0,1,0,2,5,0,0,1,1,1,1,0,4,Orthodox,170.18,170.18,115,31,31
Red,FALSE,Welterweight,3,0,1,0,2,3,0,0,0,1,3,1,0,5,Southpaw,182.88,182.88,170,0,3,0,4,2,0,0,0,0,4,3,0,7,Orthodox,180.34,190.5,170,29,27
Red,FALSE,Featherweight,3,1,0,0,6,3,0,0,1,3,3,1,0,8,Orthodox,177.8,185.42,145,1,0,0,2,5,0,0,1,3,2,0,0,6,Orthodox,180.34,187.96,145,30,28
Blue,FALSE,Bantamweight,3,0,2,0,4,3,0,0,0,4,1,3,0,8,Orthodox,170.18,180.34,135,0,1,0,5,1,0,0,1,4,1,0,0,6,Orthodox,162.56,172.72,135,29,29
Blue,FALSE,Bantamweight,3,0,2,0,2,0,0,0,0,0,0,2,0,2,Orthodox,177.8,180.34,135,0,1,0,1,0,0,0,0,1,0,0,0,1,Switch,177.8,185.42,135,24,24
Blue,FALSE,Women's Flyweight,3,0,1,0,1,0,0,0,0,1,0,0,0,1,Orthodox,167.64,175.26,125,0,1,0,2,3,0,0,1,1,1,0,0,3,Orthodox,172.72,170.18,125,30,31
Blue,FALSE,Lightweight,3,0,1,0,4,8,0,0,2,6,3,2,0,13,Orthodox,172.72,172.72,155,0,3,0,3,2,0,0,0,3,1,1,0,5,Orthodox,175.26,175.26,155,34,35
Blue,FALSE,Bantamweight,3,1,0,0,1,3,0,0,0,1,0,1,0,2,Southpaw,167.64,170.18,135,3,0,0,7,6,6,0,0,4,2,3,0,9,Orthodox,167.64,177.8,135,33,32
Blue,FALSE,Women's Strawweight,3,0,1,0,1,1,0,0,0,1,0,0,0,1,Orthodox,165.1,160.02,115,0,2,0,2,0,0,0,0,1,0,1,0,2,Orthodox,157.48,160.02,115,27,28
Red,FALSE,Middleweight,3,0,1,0,16,5,13,0,0,3,11,3,0,17,Southpaw,187.96,195.58,185,0,4,0,4,0,0,0,1,1,2,0,0,4,Switch,193.04,203.2,185,43,29
Blue,FALSE,Bantamweight,3,0,2,0,2,0,0,0,0,1,1,0,0,2,Orthodox,167.64,175.26,135,0,3,0,4,4,0,0,1,4,0,6,0,11,Orthodox,167.64,170.18,135,26,34
Red,FALSE,Women's Flyweight,3,0,1,0,1,0,0,0,0,1,0,0,0,1,Southpaw,165.1,167.64,125,0,2,0,2,0,0,0,0,0,0,2,0,2,Orthodox,170.18,172.72,125,23,23
Red,FALSE,Light Heavyweight,3,1,0,0,4,6,0,0,2,2,5,1,0,10,Southpaw,187.96,190.5,205,0,1,0,1,0,0,0,0,0,0,1,0,1,Orthodox,187.96,187.96,205,32,22
Red,FALSE,Lightweight,3,0,3,0,3,2,0,0,1,1,1,0,0,3,Orthodox,180.34,177.8,155,0,1,0,1,0,0,0,0,0,1,0,0,1,Orthodox,175.26,193.04,155,30,25
Red,FALSE,Featherweight,3,0,1,0,1,2,0,0,0,1,0,0,0,1,Orthodox,182.88,182.88,145,0,1,0,1,1,0,0,0,0,1,0,0,1,Orthodox,172.72,182.88,145,27,25
Blue,FALSE,Bantamweight,3,1,0,0,3,3,0,0,1,0,0,2,0,3,Orthodox,175.26,185.42,135,2,0,0,2,5,0,0,0,1,2,0,0,3,Southpaw,170.18,175.26,135,31,27
Blue,FALSE,Bantamweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Southpaw,172.72,177.8,135,2,0,0,0,2,0,0,0,0,0,0,0,0,Orthodox,175.26,175.26,135,32,29
Blue,FALSE,Bantamweight,5,0,3,0,3,1,0,0,1,0,2,0,0,3,Orthodox,167.64,170.18,135,0,4,0,7,2,0,0,3,5,2,1,0,11,Orthodox,165.1,167.64,135,30,36
Red,FALSE,Featherweight,3,0,2,0,3,1,0,0,2,1,0,2,0,5,Orthodox,180.34,182.88,145,0,1,0,7,3,11,0,0,6,3,0,0,9,Orthodox,170.18,177.8,145,29,32
Red,FALSE,Welterweight,3,0,1,0,1,1,0,0,0,0,2,0,0,2,Orthodox,182.88,187.96,170,3,0,0,7,9,2,0,1,8,1,9,0,19,Southpaw,185.42,182.88,170,33,41
Red,FALSE,Lightweight,3,0,5,0,5,0,0,0,0,3,2,0,0,5,Southpaw,175.26,185.42,155,0,3,0,4,9,0,0,0,1,0,12,0,13,Orthodox,177.8,187.96,155,29,29
Red,FALSE,Light Heavyweight,3,1,0,0,3,1,0,0,1,1,0,1,0,3,Orthodox,193.04,203.2,205,0,1,0,1,0,0,0,0,0,1,0,0,1,Orthodox,195.58,208.28,205,30,26
Red,FALSE,Welterweight,3,1,0,0,1,3,0,0,0,1,1,0,0,2,Orthodox,180.34,193.04,170,2,0,0,7,10,1,0,0,5,7,1,1,14,Orthodox,175.26,177.8,170,33,35
Blue,FALSE,Bantamweight,3,0,1,0,1,0,0,0,1,0,0,0,0,1,Orthodox,172.72,177.8,135,0,3,0,3,0,0,0,1,1,1,0,0,3,Orthodox,175.26,182.88,135,26,23
Red,TRUE,Flyweight,5,0,4,0,4,3,7,0,0,4,7,1,0,12,Orthodox,167.64,170.18,125,0,3,0,4,2,2,0,2,4,1,0,0,7,Orthodox,162.56,162.56,135,32,31
Red,FALSE,Lightweight,3,1,0,0,3,6,0,0,1,0,2,3,0,6,Orthodox,177.8,190.5,155,0,5,0,5,0,0,0,0,1,2,2,0,5,Orthodox,170.18,180.34,155,31,32
Red,FALSE,Flyweight,3,0,3,0,3,5,0,0,3,1,4,0,0,8,Orthodox,165.1,165.1,125,0,1,0,6,3,2,0,1,7,4,1,0,13,Southpaw,162.56,165.1,125,30,34
Red,FALSE,Women's Flyweight,3,1,0,0,1,1,0,0,0,0,0,1,0,1,Orthodox,160.02,157.48,125,2,0,0,3,3,0,0,0,1,2,1,0,4,Orthodox,162.56,165.1,115,27,24
Red,FALSE,Light Heavyweight,3,0,1,0,1,1,0,0,0,1,0,1,0,2,Southpaw,185.42,187.96,205,1,0,0,5,5,1,0,0,2,4,3,1,10,Orthodox,187.96,193.04,205,28,39
Blue,FALSE,Lightweight,3,0,1,0,8,8,1,0,0,6,9,6,0,21,Orthodox,185.42,185.42,155,0,2,0,2,0,0,0,0,1,1,0,0,2,Orthodox,175.26,182.88,155,35,26
Red,FALSE,Lightweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,172.72,182.88,155,4,0,0,7,7,1,0,2,4,1,2,0,9,Orthodox,167.64,167.64,155,28,32
Blue,FALSE,Welterweight,3,0,2,0,2,0,0,0,0,0,1,1,0,2,Southpaw,180.34,190.5,170,0,4,0,4,2,0,0,1,3,1,0,0,5,Orthodox,180.34,182.88,170,28,30
Red,TRUE,Light Heavyweight,5,0,2,0,6,4,2,0,0,3,5,2,0,10,Orthodox,195.58,200.66,205,1,0,0,13,2,11,0,0,7,4,5,0,16,Orthodox,193.04,213.36,205,31,31
Blue,TRUE,Women's Featherweight,5,0,7,0,7,1,4,0,1,1,5,2,0,9,Orthodox,172.72,175.26,145,0,5,0,5,0,3,0,0,1,4,0,0,5,Orthodox,172.72,172.72,145,30,33
Blue,FALSE,Welterweight,3,2,0,0,3,4,1,0,0,2,0,5,0,7,Southpaw,185.42,190.5,170,4,0,0,5,8,3,0,1,1,4,0,1,7,Orthodox,187.96,190.5,170,31,34
Blue,FALSE,Light Heavyweight,3,0,2,0,3,4,1,0,0,6,2,0,0,8,Orthodox,190.5,200.66,205,0,2,0,3,3,0,0,0,2,3,2,0,7,Orthodox,177.8,185.42,205,29,35
Blue,FALSE,Featherweight,3,0,5,0,5,0,0,0,0,3,2,0,0,5,Orthodox,167.64,180.34,145,0,1,0,5,4,3,0,0,3,6,0,0,9,Orthodox,167.64,167.64,145,30,33
Blue,FALSE,Heavyweight,3,0,1,0,2,6,0,0,0,0,4,0,0,4,Southpaw,195.58,195.58,250,2,0,0,7,11,5,0,1,4,9,2,0,16,Orthodox,190.5,195.58,240,35,39
Blue,FALSE,Women's Featherweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,145,0,1,0,2,3,1,0,0,1,2,0,0,3,Southpaw,167.64,172.72,145,28,36
Blue,FALSE,Bantamweight,3,0,2,0,2,0,0,0,0,1,1,0,0,2,Switch,170.18,170.18,135,0,1,0,2,2,0,0,0,2,1,0,0,3,Orthodox,170.18,172.72,135,25,33
Blue,FALSE,Lightweight,3,0,2,0,2,0,1,0,0,2,0,0,0,2,Orthodox,177.8,180.34,155,6,0,0,3,13,11,0,0,1,6,4,1,12,Orthodox,175.26,177.8,155,33,40
Red,FALSE,Bantamweight,3,0,1,0,1,0,0,0,1,0,0,0,0,1,Southpaw,172.72,190.5,135,0,1,0,1,0,0,0,0,0,0,1,0,1,Orthodox,167.64,175.26,135,30,25
Red,FALSE,Welterweight,3,0,3,0,3,2,0,0,0,0,3,1,0,4,Orthodox,180.34,185.42,170,0,2,0,2,0,0,0,0,1,1,0,0,2,Orthodox,187.96,193.04,170,34,31
Blue,FALSE,Bantamweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Southpaw,177.8,190.5,135,1,0,0,2,2,0,0,0,1,1,1,0,3,Switch,167.64,167.64,135,26,32
Blue,FALSE,Lightweight,5,1,0,0,5,3,2,0,1,3,4,0,0,8,Orthodox,177.8,177.8,155,0,1,0,5,3,1,0,1,3,1,4,1,10,Orthodox,175.26,195.58,170,31,26
Red,FALSE,Lightweight,3,0,4,0,4,3,0,0,0,0,5,2,0,7,Switch,182.88,190.5,155,2,0,0,4,6,0,1,1,5,6,0,0,13,Orthodox,180.34,190.5,155,28,32
Red,FALSE,Bantamweight,3,1,0,0,4,4,0,0,1,7,0,0,0,8,Orthodox,167.64,175.26,135,1,0,0,2,3,0,0,0,0,4,1,0,5,Orthodox,172.72,180.34,135,25,31
Blue,FALSE,Lightweight,3,0,2,0,4,9,0,0,0,1,0,11,0,12,Orthodox,177.8,187.96,155,0,1,0,7,12,0,0,2,6,3,7,0,18,Southpaw,172.72,180.34,155,29,35
Blue,FALSE,Lightweight,3,0,1,0,1,1,0,0,0,2,0,0,0,2,Orthodox,175.26,177.8,155,0,1,0,4,4,0,0,1,2,1,1,0,5,Orthodox,177.8,180.34,155,30,32
Blue,FALSE,Lightweight,3,1,0,0,3,1,0,0,2,0,1,0,0,3,Orthodox,172.72,175.26,155,1,0,0,2,1,0,0,0,1,1,0,0,2,Orthodox,175.26,172.72,155,29,30
Blue,FALSE,Middleweight,3,0,1,0,2,2,0,0,0,1,3,0,0,4,Orthodox,185.42,195.58,185,0,2,0,2,1,0,0,0,0,1,3,0,4,Southpaw,185.42,195.58,185,30,30
Blue,FALSE,Middleweight,3,1,0,0,2,3,0,0,0,2,1,3,0,6,Southpaw,182.88,190.5,185,1,0,0,2,5,0,0,1,4,0,0,0,5,Orthodox,190.5,190.5,185,34,37
Blue,FALSE,Light Heavyweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Southpaw,193.04,208.28,205,2,0,0,1,2,0,0,0,0,1,0,0,1,Orthodox,190.5,193.04,205,30,31
Red,TRUE,Featherweight,5,0,6,0,6,1,0,0,0,0,3,3,0,6,Switch,172.72,175.26,145,0,12,0,12,3,3,0,1,4,8,2,0,15,Orthodox,180.34,175.26,155,27,27
Red,TRUE,Women's Flyweight,5,0,1,0,8,2,8,0,1,6,2,0,0,9,Orthodox,167.64,165.1,125,0,1,0,2,2,1,0,1,1,0,2,0,4,Southpaw,165.1,167.64,125,31,30
Blue,FALSE,Welterweight,3,1,0,0,4,3,0,0,0,1,0,6,0,7,Switch,180.34,182.88,170,0,2,0,3,4,0,0,0,2,4,3,0,9,Orthodox,180.34,193.04,170,30,30
Red,FALSE,Featherweight,3,1,0,0,1,3,0,0,1,1,0,0,0,2,Orthodox,170.18,177.8,145,0,1,0,1,1,0,0,0,1,0,0,0,1,Orthodox,172.72,185.42,145,31,27
Blue,FALSE,Light Heavyweight,3,0,2,0,4,5,0,0,0,2,9,0,0,11,Orthodox,187.96,193.04,205,2,0,0,3,4,0,0,0,1,3,0,2,6,Orthodox,185.42,200.66,205,34,38
Blue,FALSE,Women's Strawweight,3,0,3,0,3,2,0,0,0,2,0,1,0,3,Orthodox,165.1,162.56,115,0,1,0,2,3,1,0,1,3,0,1,0,5,Orthodox,162.56,160.02,115,33,30
Blue,FALSE,Lightweight,3,1,0,0,3,3,0,0,0,1,2,3,0,6,Orthodox,177.8,180.34,155,1,0,0,4,3,1,0,1,1,1,4,0,7,Southpaw,175.26,177.8,155,32,29
Blue,FALSE,Women's Flyweight,3,0,2,0,2,6,0,0,1,1,0,0,1,3,Orthodox,167.64,167.64,125,0,3,0,3,1,0,0,1,3,0,0,0,4,Orthodox,175.26,172.72,125,32,29
Red,FALSE,Middleweight,3,1,0,0,2,2,0,0,0,1,2,0,0,3,Southpaw,185.42,190.5,185,0,2,0,3,2,1,0,0,5,2,0,0,7,Orthodox,185.42,190.5,185,31,30
Red,FALSE,Bantamweight,3,2,0,0,2,3,0,0,0,1,1,0,0,2,Southpaw,170.18,175.26,135,0,1,0,1,0,1,0,0,1,0,0,0,1,Orthodox,167.64,162.56,135,31,26
Blue,FALSE,Welterweight,3,4,0,0,1,5,2,0,0,1,0,0,0,1,Orthodox,187.96,187.96,170,1,0,0,3,3,1,0,1,2,3,0,0,6,Orthodox,177.8,180.34,170,29,32
Blue,FALSE,Light Heavyweight,3,0,2,0,2,0,0,0,0,2,0,0,0,2,Orthodox,193.04,198.12,205,0,1,0,2,2,0,0,0,3,0,0,0,3,Orthodox,182.88,190.5,205,26,28
Red,FALSE,Heavyweight,5,0,3,0,3,0,0,0,0,1,2,0,0,3,Southpaw,187.96,190.5,264,0,1,0,9,4,5,0,0,5,8,0,0,13,Orthodox,193.04,195.58,238,25,34
Red,FALSE,Light Heavyweight,3,1,0,0,2,2,0,0,0,0,1,2,0,3,Orthodox,190.5,200.66,205,1,0,0,3,9,3,0,1,1,7,0,0,9,Orthodox,185.42,193.04,205,27,37
Blue,FALSE,Heavyweight,3,0,3,0,3,0,0,0,0,2,1,0,0,3,Southpaw,185.42,198.12,264,2,0,0,4,9,1,0,0,1,7,0,0,8,Orthodox,177.8,182.88,265,31,44
Blue,FALSE,Welterweight,3,0,2,0,3,4,0,0,0,3,1,2,0,6,Orthodox,182.88,185.42,170,0,3,0,3,3,0,0,1,1,0,4,1,7,Orthodox,180.34,185.42,170,28,24
Blue,FALSE,Welterweight,3,0,1,0,1,0,0,0,0,1,0,0,0,1,Orthodox,172.72,177.8,170,0,1,0,4,6,1,0,2,7,4,0,1,14,Southpaw,187.96,190.5,170,34,37
Red,FALSE,Flyweight,3,1,0,0,2,2,0,0,0,1,1,2,0,4,Switch,165.1,165.1,125,3,0,0,3,5,1,0,0,4,0,2,0,6,Southpaw,162.56,165.1,125,30,33
Red,FALSE,Welterweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,170,1,0,0,1,6,0,0,1,0,0,2,0,3,Southpaw,180.34,185.42,170,29,34
Blue,FALSE,Lightweight,3,2,0,0,1,3,0,0,0,0,0,1,0,1,Orthodox,177.8,180.34,155,2,0,0,1,5,0,0,0,1,0,0,0,1,Orthodox,170.18,170.18,155,28,37
Blue,FALSE,Welterweight,5,0,8,0,8,0,1,0,0,6,1,1,0,8,Switch,182.88,193.04,170,1,0,0,5,8,4,0,0,10,4,3,0,17,Southpaw,172.72,177.8,170,31,34
Red,FALSE,Bantamweight,3,1,0,0,2,3,0,0,1,1,0,4,0,6,Orthodox,172.72,172.72,135,0,1,0,4,4,0,0,0,2,1,3,0,6,Orthodox,167.64,165.1,135,34,32
Red,FALSE,Flyweight,3,0,3,0,3,0,0,0,0,1,1,1,0,3,Orthodox,167.64,165.1,135,1,0,0,6,3,2,0,1,7,3,1,0,12,Southpaw,162.56,165.1,125,26,34
Red,FALSE,Welterweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Switch,185.42,195.58,170,2,0,0,4,8,0,0,1,3,4,1,0,9,Orthodox,187.96,190.5,170,35,34
Blue,FALSE,Heavyweight,5,2,0,0,6,2,1,0,0,0,4,1,1,6,Orthodox,193.04,210.82,250,0,4,0,4,2,0,0,0,2,2,0,1,5,Orthodox,193.04,203.2,265,32,27
Red,FALSE,Welterweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,182.88,190.5,170,0,1,0,3,3,0,0,1,1,4,0,0,6,Orthodox,182.88,180.34,170,28,30
Blue,FALSE,Welterweight,3,1,0,0,2,3,0,0,1,1,0,1,0,3,Orthodox,180.34,182.88,170,0,2,0,2,0,0,0,0,0,2,0,0,2,Orthodox,182.88,180.34,170,28,28
Red,FALSE,Women's Flyweight,3,0,1,0,1,0,0,0,0,1,0,0,0,1,Orthodox,165.1,170.18,125,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,172.72,167.64,125,27,22
Blue,FALSE,Light Heavyweight,3,3,0,0,0,3,0,0,0,0,0,0,0,0,Orthodox,180.34,193.04,205,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,190.5,182.88,205,36,23
Red,FALSE,Women's Strawweight,3,0,1,0,1,2,0,0,0,1,0,0,0,1,Orthodox,160.02,160.02,115,0,1,0,1,0,0,0,0,1,0,0,0,1,Switch,162.56,183.8185864,115,36,29
Red,FALSE,Women's Strawweight,3,1,0,0,1,1,0,0,1,0,0,0,0,1,Orthodox,162.56,167.64,115,0,2,0,2,0,0,0,0,2,0,0,0,2,Orthodox,165.1,160.02,115,29,29
Red,FALSE,Middleweight,3,1,0,0,0,1,0,0,0,0,0,0,0,0,Southpaw,180.34,190.5,185,1,0,0,0,1,0,0,0,0,0,0,0,0,Orthodox,190.5,205.74,185,33,26
Blue,FALSE,Welterweight,5,0,6,0,6,2,0,0,0,4,4,0,0,8,Orthodox,182.88,185.42,170,0,2,0,7,5,0,0,1,7,5,1,0,14,Orthodox,190.5,203.2,170,32,31
Red,FALSE,Featherweight,3,1,0,0,6,5,0,0,2,8,3,1,0,14,Orthodox,177.8,180.34,145,2,0,0,4,5,1,0,0,3,3,3,0,9,Orthodox,172.72,180.34,145,34,36
Blue,FALSE,Bantamweight,3,0,1,0,3,4,0,0,0,1,2,2,0,5,Switch,172.72,177.8,135,0,1,0,1,2,0,0,0,2,0,0,0,2,Southpaw,167.64,172.72,135,25,38
Red,FALSE,Women's Strawweight,3,0,2,0,2,0,0,0,0,1,1,0,0,2,Orthodox,172.72,170.18,115,1,0,0,3,1,0,0,0,1,0,2,0,3,Orthodox,162.56,162.56,115,29,31
Red,FALSE,Welterweight,3,0,3,0,3,0,0,0,0,3,0,0,0,3,Orthodox,182.88,190.5,170,0,7,0,7,2,0,0,3,4,0,2,0,9,Orthodox,167.64,170.18,170,32,37
Red,FALSE,Flyweight,3,0,1,0,1,4,0,0,0,0,0,4,0,4,Southpaw,177.8,180.34,125,0,1,0,2,1,0,0,1,1,0,1,0,3,Orthodox,165.1,170.18,125,29,28
Blue,FALSE,Featherweight,3,2,0,0,0,2,0,0,0,0,0,0,0,0,Orthodox,182.88,182.88,145,1,0,0,1,1,0,0,0,0,1,0,0,1,Southpaw,180.34,183.8185864,145,27,24
Blue,FALSE,Featherweight,5,1,0,0,6,1,1,0,2,2,2,0,0,6,Orthodox,180.34,180.34,145,0,1,0,3,1,1,0,0,0,2,2,0,4,Orthodox,170.18,182.88,145,26,31
Red,FALSE,Welterweight,3,0,1,0,2,3,0,0,1,0,4,0,0,5,Orthodox,177.8,180.34,170,1,0,0,8,8,1,0,0,6,9,5,0,20,Orthodox,185.42,185.42,155,27,35
Blue,FALSE,Women's Bantamweight,3,0,3,0,3,1,1,0,1,1,2,0,0,4,Orthodox,175.26,180.34,135,1,0,0,4,3,1,0,1,3,0,2,0,6,Orthodox,170.18,170.18,135,34,30
Red,FALSE,Lightweight,3,0,1,0,1,0,0,0,0,0,0,1,0,1,Southpaw,190.5,190.5,155,0,1,0,1,0,1,0,1,0,0,0,0,1,Orthodox,180.34,180.34,155,25,26
Red,FALSE,Women's Strawweight,3,1,0,0,1,3,1,0,0,1,1,0,0,2,Switch,160.02,162.56,115,3,0,0,0,3,0,0,0,0,0,0,0,0,Southpaw,170.18,175.26,115,27,31
Red,FALSE,Lightweight,3,0,1,0,1,0,0,1,0,0,0,0,0,1,Orthodox,175.26,182.88,155,0,2,0,2,1,0,0,0,0,0,2,0,2,Orthodox,167.64,177.8,155,32,32
Blue,FALSE,Flyweight,3,1,0,0,1,3,0,0,0,1,0,0,0,1,Orthodox,167.64,172.72,125,1,0,0,1,1,0,0,0,0,0,1,0,1,Switch,167.64,175.26,125,27,24
Red,FALSE,Bantamweight,3,2,0,0,1,3,0,0,1,0,0,0,0,1,Orthodox,167.64,172.72,135,0,1,0,1,1,0,0,0,0,0,1,0,1,Orthodox,167.64,165.1,135,27,24
Red,TRUE,Heavyweight,5,0,3,0,6,3,0,0,1,1,10,0,0,12,Orthodox,190.5,200.66,260,0,2,0,4,2,7,0,1,3,3,3,0,10,Orthodox,180.34,182.88,235,33,39
Blue,FALSE,Middleweight,3,1,0,0,5,3,0,0,0,1,3,4,0,8,Orthodox,185.42,182.88,185,0,1,0,9,3,5,0,0,3,4,3,0,10,Orthodox,187.96,198.12,185,38,34
Blue,FALSE,Middleweight,3,2,0,0,2,4,0,0,0,1,2,0,0,3,Switch,180.34,195.58,185,0,1,0,2,3,0,0,1,2,1,0,0,4,Orthodox,185.42,198.12,185,34,37
Red,FALSE,Middleweight,3,1,0,0,1,2,0,0,0,1,1,0,0,2,Orthodox,182.88,185.42,185,1,0,0,1,1,0,0,0,0,0,1,0,1,Southpaw,185.42,187.96,205,28,28
Blue,FALSE,Middleweight,3,0,3,0,3,0,0,0,1,1,1,0,0,3,Switch,193.04,203.2,185,1,0,0,5,4,0,0,0,2,6,1,0,9,Southpaw,185.42,195.58,185,29,34
Blue,FALSE,Featherweight,3,1,0,0,1,2,0,0,0,0,0,1,0,1,Orthodox,177.8,182.88,145,3,0,0,4,4,0,0,1,1,1,1,0,4,Orthodox,177.8,180.34,145,31,26
Red,FALSE,Women's Flyweight,3,0,1,0,1,2,1,0,0,0,1,0,0,1,Orthodox,170.18,175.26,125,0,1,0,1,0,0,0,0,1,0,0,0,1,Orthodox,162.56,170.18,135,36,33
Blue,FALSE,Featherweight,3,0,1,0,1,1,0,0,0,1,0,0,0,1,Orthodox,172.72,182.88,145,0,2,0,2,0,0,0,0,1,0,1,0,2,Southpaw,170.18,177.8,145,28,29
Red,FALSE,Welterweight,3,1,0,0,3,7,0,0,1,2,3,3,0,9,Orthodox,187.96,195.58,170,1,0,0,1,1,0,0,0,0,1,0,0,1,Orthodox,182.88,187.96,170,35,33
